"","species","plot","endo_01","id","original","endo_status_from_check","birth","year_t","age","size_t","flw_count_t","mean_spike_t","year_t1","surv_t1","size_t1","flw_count_t1","mean_spike_t1","dist_a","dist_b"
"19279","POSY",5,1,"5_612",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19280","POSY",5,1,"5_612.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19281","POSY",5,1,"5_613",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19282","POSY",5,1,"5_613.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19283","POSY",5,1,"5_614",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19284","POSY",5,1,"5_614.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19285","POSY",5,1,"5_615",0,NA,2015,2015,0,1,0,NA,2016,1,2,0,NA,NA,NA
"19286","POSY",5,1,"5_615",0,NA,2015,2016,1,2,0,NA,2017,0,NA,NA,NA,NA,NA
"19287","POSY",5,1,"5_615.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19288","POSY",5,1,"5_616",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19289","POSY",5,1,"5_616.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19290","POSY",5,1,"5_617",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19291","POSY",5,1,"5_617.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19292","POSY",5,1,"5_618",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19293","POSY",5,1,"5_618.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19294","POSY",5,1,"5_619",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19295","POSY",5,1,"5_619.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19296","POSY",5,1,"5_62",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19297","POSY",5,1,"5_62.5",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19298","POSY",5,1,"5_620",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19299","POSY",5,1,"5_620.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19300","POSY",5,1,"5_621",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19301","POSY",5,1,"5_621.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19302","POSY",5,1,"5_622",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19303","POSY",5,1,"5_622.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19304","POSY",5,1,"5_623",0,NA,2015,2015,0,1,0,NA,2016,1,4,0,NA,2.798,1.775
"19305","POSY",5,1,"5_623",0,NA,2015,2016,1,4,0,NA,2017,1,1,0,NA,2.798,1.775
"19306","POSY",5,1,"5_623",0,NA,2015,2017,2,1,0,NA,2018,1,7,1,63,2.798,1.775
"19307","POSY",5,1,"5_623.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19308","POSY",5,1,"5_624",0,NA,2015,2015,0,1,0,NA,2016,1,4,1,67,NA,NA
"19309","POSY",5,1,"5_624",0,NA,2015,2016,1,4,1,67,2017,0,NA,NA,NA,NA,NA
"19310","POSY",5,1,"5_624.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19311","POSY",5,1,"5_625",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19312","POSY",5,1,"5_625.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19313","POSY",5,1,"5_626",0,NA,2015,2015,0,1,0,NA,2016,1,3,0,NA,NA,NA
"19314","POSY",5,1,"5_626",0,NA,2015,2016,1,3,0,NA,2017,0,NA,NA,NA,NA,NA
"19315","POSY",5,1,"5_626.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19316","POSY",5,1,"5_627",0,NA,2015,2015,0,1,0,NA,2016,1,2,0,NA,3.392,2.936
"19317","POSY",5,1,"5_627",0,NA,2015,2016,1,2,0,NA,2017,1,8,2,57.5,3.392,2.936
"19318","POSY",5,1,"5_627",0,NA,2015,2017,2,8,2,57.5,2018,1,1,0,NA,3.392,2.936
"19319","POSY",5,1,"5_627.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19320","POSY",5,1,"5_628",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA,NA,NA
"19321","POSY",5,1,"5_628.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19322","POSY",5,1,"5_629.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19323","POSY",5,1,"5_63",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19324","POSY",5,1,"5_63.5",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19325","POSY",5,1,"5_630.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19326","POSY",5,1,"5_631.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19327","POSY",5,1,"5_632.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19328","POSY",5,1,"5_633.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19329","POSY",5,1,"5_634.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19330","POSY",5,1,"5_635.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19331","POSY",5,1,"5_636.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19332","POSY",5,1,"5_637.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19333","POSY",5,1,"5_638.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19334","POSY",5,1,"5_639.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19335","POSY",5,1,"5_64",0,NA,2009,2009,0,1,0,NA,2010,1,10,0,NA,NA,NA
"19336","POSY",5,1,"5_64",0,NA,2009,2010,1,10,0,NA,2011,1,11,0,NA,NA,NA
"19337","POSY",5,1,"5_64",0,NA,2009,2011,2,11,0,NA,2012,1,21,10,77,NA,NA
"19338","POSY",5,1,"5_64",0,NA,2009,2012,3,21,10,77,2013,0,NA,NA,NA,NA,NA
"19339","POSY",5,1,"5_64.5",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19340","POSY",5,1,"5_640.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19341","POSY",5,1,"5_641.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19342","POSY",5,1,"5_642.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19343","POSY",5,1,"5_643.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19344","POSY",5,1,"5_644.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19345","POSY",5,1,"5_645.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19346","POSY",5,1,"5_646.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19347","POSY",5,1,"5_647.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19348","POSY",5,1,"5_648.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19349","POSY",5,1,"5_649.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19350","POSY",5,1,"5_65",0,NA,2009,2009,0,1,0,NA,2010,1,12,0,NA,NA,NA
"19351","POSY",5,1,"5_65",0,NA,2009,2010,1,12,0,NA,2011,0,NA,NA,NA,NA,NA
"19352","POSY",5,1,"5_65.5",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19353","POSY",5,1,"5_650.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19354","POSY",5,1,"5_651.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19355","POSY",5,1,"5_652.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19356","POSY",5,1,"5_653.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19357","POSY",5,1,"5_654",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19358","POSY",5,1,"5_654",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19359","POSY",5,1,"5_654.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19360","POSY",5,1,"5_655",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.122,2.247
"19361","POSY",5,1,"5_655",0,NA,2016,2016,0,1,0,NA,2017,1,3,1,27,1.122,2.247
"19362","POSY",5,1,"5_655",0,NA,2016,2017,1,3,1,27,2018,1,3,0,NA,1.122,2.247
"19363","POSY",5,1,"5_655.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19364","POSY",5,1,"5_656",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.212,2.37
"19365","POSY",5,1,"5_656",0,NA,2016,2016,0,1,0,NA,2017,1,3,0,NA,1.212,2.37
"19366","POSY",5,1,"5_656",0,NA,2016,2017,1,3,0,NA,2018,1,1,0,NA,1.212,2.37
"19367","POSY",5,1,"5_656.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19368","POSY",5,1,"5_657",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.369,2.314
"19369","POSY",5,1,"5_657",0,NA,2016,2016,0,1,0,NA,2017,1,2,0,NA,1.369,2.314
"19370","POSY",5,1,"5_657",0,NA,2016,2017,1,2,0,NA,2018,1,2,0,NA,1.369,2.314
"19371","POSY",5,1,"5_657.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19372","POSY",5,1,"5_658",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19373","POSY",5,1,"5_658",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19374","POSY",5,1,"5_658.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19375","POSY",5,1,"5_659.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19376","POSY",5,1,"5_66",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19377","POSY",5,1,"5_66.5",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19378","POSY",5,1,"5_660.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19379","POSY",5,1,"5_661.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19380","POSY",5,1,"5_662.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19381","POSY",5,1,"5_663.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19382","POSY",5,1,"5_664.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19383","POSY",5,1,"5_665.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19384","POSY",5,1,"5_666.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19385","POSY",5,1,"5_667.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19386","POSY",5,1,"5_668.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19387","POSY",5,1,"5_669.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19388","POSY",5,1,"5_67",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19389","POSY",5,1,"5_67.5",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19390","POSY",5,1,"5_670.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19391","POSY",5,1,"5_671",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.35,2.587
"19392","POSY",5,1,"5_671",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA,1.35,2.587
"19393","POSY",5,1,"5_671",0,NA,2016,2017,1,1,0,NA,2018,1,2,0,NA,1.35,2.587
"19394","POSY",5,1,"5_671.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19395","POSY",5,1,"5_672",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19396","POSY",5,1,"5_672",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19397","POSY",5,1,"5_672.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19398","POSY",5,1,"5_673",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19399","POSY",5,1,"5_673",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19400","POSY",5,1,"5_673.5",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"19401","POSY",5,1,"5_674",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.404,2.556
"19402","POSY",5,1,"5_674",0,NA,2016,2016,0,1,0,NA,2017,1,3,1,18,1.404,2.556
"19403","POSY",5,1,"5_674",0,NA,2016,2017,1,3,1,18,2018,1,1,0,NA,1.404,2.556
"19404","POSY",5,1,"5_674.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19405","POSY",5,1,"5_674.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19406","POSY",5,1,"5_675",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.604,2.6
"19407","POSY",5,1,"5_675",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA,1.604,2.6
"19408","POSY",5,1,"5_675",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA,1.604,2.6
"19409","POSY",5,1,"5_675.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19410","POSY",5,1,"5_675.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19411","POSY",5,1,"5_676",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.53,2.53
"19412","POSY",5,1,"5_676",0,NA,2016,2016,0,1,0,NA,2017,1,2,0,NA,1.53,2.53
"19413","POSY",5,1,"5_676",0,NA,2016,2017,1,2,0,NA,2018,1,1,0,NA,1.53,2.53
"19414","POSY",5,1,"5_676.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19415","POSY",5,1,"5_676.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19416","POSY",5,1,"5_677",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.6,2.643
"19417","POSY",5,1,"5_677",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA,1.6,2.643
"19418","POSY",5,1,"5_677",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA,1.6,2.643
"19419","POSY",5,1,"5_677.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19420","POSY",5,1,"5_677.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19421","POSY",5,1,"5_678",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.5,2.619
"19422","POSY",5,1,"5_678",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA,1.5,2.619
"19423","POSY",5,1,"5_678",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA,1.5,2.619
"19424","POSY",5,1,"5_678.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19425","POSY",5,1,"5_678.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19426","POSY",5,1,"5_679",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19427","POSY",5,1,"5_679",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19428","POSY",5,1,"5_679.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19429","POSY",5,1,"5_679.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19430","POSY",5,1,"5_68",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19431","POSY",5,1,"5_68.5",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19432","POSY",5,1,"5_680",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19433","POSY",5,1,"5_680",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19434","POSY",5,1,"5_680.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19435","POSY",5,1,"5_680.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19436","POSY",5,1,"5_681",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19437","POSY",5,1,"5_681",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19438","POSY",5,1,"5_681.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19439","POSY",5,1,"5_681.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19440","POSY",5,1,"5_682",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19441","POSY",5,1,"5_682",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA,NA,NA
"19442","POSY",5,1,"5_682",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA,NA,NA
"19443","POSY",5,1,"5_682.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19444","POSY",5,1,"5_682.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19445","POSY",5,1,"5_683",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19446","POSY",5,1,"5_683",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19447","POSY",5,1,"5_683.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19448","POSY",5,1,"5_683.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19449","POSY",5,1,"5_684",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19450","POSY",5,1,"5_684",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA,NA,NA
"19451","POSY",5,1,"5_684",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA,NA,NA
"19452","POSY",5,1,"5_684.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19453","POSY",5,1,"5_684.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19454","POSY",5,1,"5_685",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19455","POSY",5,1,"5_685",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19456","POSY",5,1,"5_685.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19457","POSY",5,1,"5_685.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19458","POSY",5,1,"5_686",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19459","POSY",5,1,"5_686",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19460","POSY",5,1,"5_686.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19461","POSY",5,1,"5_686.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19462","POSY",5,1,"5_687",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19463","POSY",5,1,"5_687",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19464","POSY",5,1,"5_687.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19465","POSY",5,1,"5_687.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19466","POSY",5,1,"5_688",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19467","POSY",5,1,"5_688",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19468","POSY",5,1,"5_688.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19469","POSY",5,1,"5_688.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19470","POSY",5,1,"5_689",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19471","POSY",5,1,"5_689",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19472","POSY",5,1,"5_689.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19473","POSY",5,1,"5_689.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19474","POSY",5,1,"5_69",0,0,2009,2009,0,1,0,NA,2010,1,15,1,NA,NA,NA
"19475","POSY",5,1,"5_69",0,0,2009,2010,1,15,1,NA,2011,1,8,0,NA,NA,NA
"19476","POSY",5,1,"5_69",0,0,2009,2011,2,8,0,NA,2012,0,NA,NA,NA,NA,NA
"19477","POSY",5,1,"5_69.5",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"19478","POSY",5,1,"5_690",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19479","POSY",5,1,"5_690",0,NA,2016,2016,0,1,0,NA,2017,NA,NA,NA,NA,NA,NA
"19480","POSY",5,1,"5_690",0,NA,2016,2017,1,NA,NA,NA,2018,0,NA,NA,NA,NA,NA
"19481","POSY",5,1,"5_690.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19482","POSY",5,1,"5_690.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19483","POSY",5,1,"5_691",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19484","POSY",5,1,"5_691",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19485","POSY",5,1,"5_691.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19486","POSY",5,1,"5_691.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19487","POSY",5,1,"5_692",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19488","POSY",5,1,"5_692",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19489","POSY",5,1,"5_692.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19490","POSY",5,1,"5_692.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19491","POSY",5,1,"5_693",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19492","POSY",5,1,"5_693",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA,NA,NA
"19493","POSY",5,1,"5_693.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19494","POSY",5,1,"5_693.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19495","POSY",5,1,"5_694",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,2.316,1.69
"19496","POSY",5,1,"5_694",0,NA,2016,2016,0,1,0,NA,2017,1,12,3,29.6666666666667,2.316,1.69
"19497","POSY",5,1,"5_694",0,NA,2016,2017,1,12,3,29.6666666666667,2018,1,4,0,NA,2.316,1.69
"19498","POSY",5,1,"5_694.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19499","POSY",5,1,"5_694.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19500","POSY",5,1,"5_695",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.972,1.801
"19501","POSY",5,1,"5_695",0,NA,2016,2016,0,1,0,NA,2017,1,5,0,NA,1.972,1.801
"19502","POSY",5,1,"5_695",0,NA,2016,2017,1,5,0,NA,2018,1,8,2,65,1.972,1.801
"19503","POSY",5,1,"5_695.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19504","POSY",5,1,"5_695.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19505","POSY",5,1,"5_696",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,NA,NA
"19506","POSY",5,1,"5_696",0,NA,2016,2016,0,1,0,NA,2017,1,1,1,56,NA,NA
"19507","POSY",5,1,"5_696",0,NA,2016,2017,1,1,1,56,2018,0,NA,NA,NA,NA,NA
"19508","POSY",5,1,"5_696.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19509","POSY",5,1,"5_696.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19510","POSY",5,1,"5_697",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.654,1.517
"19511","POSY",5,1,"5_697",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA,1.654,1.517
"19512","POSY",5,1,"5_697",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA,1.654,1.517
"19513","POSY",5,1,"5_697.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
"19514","POSY",5,1,"5_697.5",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA,NA,NA
"19515","POSY",5,1,"5_698",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA,1.762,1.528
"19516","POSY",5,1,"5_698",0,NA,2016,2016,0,1,0,NA,2017,1,6,1,47,1.762,1.528
"19517","POSY",5,1,"5_698",0,NA,2016,2017,1,6,1,47,2018,1,3,0,NA,1.762,1.528
"19518","POSY",5,1,"5_698.5",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA,NA,NA
