"","species","plot","endo_01","id","original","endo_status_from_check","birth","year_t","age","size_t","flw_count_t","mean_spike_t","year_t1","surv_t1","size_t1","flw_count_t1","mean_spike_t1","dist_a","dist_b"
"1","AGPE",111,1,"2201",1,NA,2007,2007,NA,3,0,NA,2008,1,4,0,NA,NA,NA
"2","AGPE",111,1,"2201",1,NA,2007,2008,NA,4,0,NA,2009,0,NA,NA,NA,NA,NA
"3","AGPE",111,1,"2202",1,1,2007,2007,NA,3,0,NA,2008,1,13,0,NA,NA,NA
"4","AGPE",111,1,"2202",1,1,2007,2008,NA,13,0,NA,2009,1,7,5,NA,NA,NA
"5","AGPE",111,1,"2202",1,1,2007,2009,NA,7,5,NA,2010,1,24,0,NA,NA,NA
"6","AGPE",111,1,"2202",1,1,2007,2010,NA,24,0,NA,2011,0,NA,NA,NA,NA,NA
"7","AGPE",111,1,"2203",1,1,2007,2007,NA,3,0,NA,2008,1,7,0,NA,NA,NA
"8","AGPE",111,1,"2203",1,1,2007,2008,NA,7,0,NA,2009,0,NA,NA,NA,NA,NA
"9","AGPE",111,1,"2204",1,1,2007,2007,NA,3,0,NA,2008,1,9,0,NA,NA,NA
"10","AGPE",111,1,"2204",1,1,2007,2008,NA,9,0,NA,2009,1,3,1,NA,NA,NA
"11","AGPE",111,1,"2204",1,1,2007,2009,NA,3,1,NA,2010,1,5,0,NA,NA,NA
"12","AGPE",111,1,"2204",1,1,2007,2010,NA,5,0,NA,2011,0,NA,NA,NA,NA,NA
"13","AGPE",111,1,"2205",1,1,2007,2007,NA,3,0,NA,2008,1,11,0,NA,NA,NA
"14","AGPE",111,1,"2205",1,1,2007,2008,NA,11,0,NA,2009,1,11,11,NA,NA,NA
"15","AGPE",111,1,"2205",1,1,2007,2009,NA,11,11,NA,2010,1,30,0,NA,NA,NA
"16","AGPE",111,1,"2205",1,1,2007,2010,NA,30,0,NA,2011,0,NA,NA,NA,NA,NA
"17","AGPE",111,1,"2206",1,1,2007,2007,NA,3,0,NA,2008,1,13,0,NA,NA,NA
"18","AGPE",111,1,"2206",1,1,2007,2008,NA,13,0,NA,2009,1,20,18,NA,NA,NA
"19","AGPE",111,1,"2206",1,1,2007,2009,NA,20,18,NA,2010,1,43,0,NA,NA,NA
"20","AGPE",111,1,"2206",1,1,2007,2010,NA,43,0,NA,2011,0,NA,NA,NA,NA,NA
"21","AGPE",111,1,"2207",1,1,2007,2007,NA,3,0,NA,2008,1,7,1,NA,NA,NA
"22","AGPE",111,1,"2207",1,1,2007,2008,NA,7,1,NA,2009,1,22,22,NA,NA,NA
"23","AGPE",111,1,"2207",1,1,2007,2009,NA,22,22,NA,2010,1,46,0,NA,NA,NA
"24","AGPE",111,1,"2207",1,1,2007,2010,NA,46,0,NA,2011,0,NA,NA,NA,NA,NA
"25","AGPE",111,1,"2208",1,1,2007,2007,NA,3,0,NA,2008,1,8,2,NA,NA,NA
"26","AGPE",111,1,"2208",1,1,2007,2008,NA,8,2,NA,2009,1,22,22,NA,NA,NA
"27","AGPE",111,1,"2208",1,1,2007,2009,NA,22,22,NA,2010,1,45,0,NA,NA,NA
"28","AGPE",111,1,"2208",1,1,2007,2010,NA,45,0,NA,2011,0,NA,NA,NA,NA,NA
"29","AGPE",111,1,"2209",1,1,2007,2007,NA,3,0,NA,2008,1,11,5,NA,NA,NA
"30","AGPE",111,1,"2209",1,1,2007,2008,NA,11,5,NA,2009,1,21,13,NA,NA,NA
"31","AGPE",111,1,"2209",1,1,2007,2009,NA,21,13,NA,2010,1,31,0,NA,NA,NA
"32","AGPE",111,1,"2209",1,1,2007,2010,NA,31,0,NA,2011,1,6,0,NA,NA,NA
"33","AGPE",111,1,"2209",1,1,2007,2011,NA,6,0,NA,2012,1,24,2,NA,NA,NA
"34","AGPE",111,1,"2209",1,1,2007,2012,NA,24,2,NA,2013,1,28,13,NA,NA,NA
"35","AGPE",111,1,"2209",1,1,2007,2013,NA,28,13,NA,2014,1,54,12,NA,NA,NA
"36","AGPE",111,1,"2209",1,1,2007,2014,NA,54,12,NA,2015,1,13,6,NA,NA,NA
"37","AGPE",111,1,"2209",1,1,2007,2015,NA,13,6,NA,2016,0,NA,NA,NA,NA,NA
"38","AGPE",111,1,"2210",1,NA,2007,2007,NA,3,0,NA,2008,1,10,0,NA,NA,NA
"39","AGPE",111,1,"2210",1,NA,2007,2008,NA,10,0,NA,2009,0,NA,NA,NA,NA,NA
"40","AGPE",111,1,"2211",1,1,2007,2007,NA,3,0,NA,2008,1,14,1,NA,NA,NA
"41","AGPE",111,1,"2211",1,1,2007,2008,NA,14,1,NA,2009,1,17,15,NA,NA,NA
"42","AGPE",111,1,"2211",1,1,2007,2009,NA,17,15,NA,2010,1,20,0,NA,NA,NA
"43","AGPE",111,1,"2211",1,1,2007,2010,NA,20,0,NA,2011,0,NA,NA,NA,NA,NA
"44","AGPE",111,1,"2212",1,1,2007,2007,NA,3,0,NA,2008,1,11,1,NA,NA,NA
"45","AGPE",111,1,"2212",1,1,2007,2008,NA,11,1,NA,2009,1,20,20,NA,NA,NA
"46","AGPE",111,1,"2212",1,1,2007,2009,NA,20,20,NA,2010,1,38,0,NA,NA,NA
"47","AGPE",111,1,"2212",1,1,2007,2010,NA,38,0,NA,2011,0,NA,NA,NA,NA,NA
"48","AGPE",111,1,"2213",1,1,2007,2007,NA,3,0,NA,2008,1,7,0,NA,NA,NA
"49","AGPE",111,1,"2213",1,1,2007,2008,NA,7,0,NA,2009,1,14,14,NA,NA,NA
"50","AGPE",111,1,"2213",1,1,2007,2009,NA,14,14,NA,2010,1,26,0,NA,NA,NA
"51","AGPE",111,1,"2213",1,1,2007,2010,NA,26,0,NA,2011,1,2,0,NA,NA,NA
"52","AGPE",111,1,"2213",1,1,2007,2011,NA,2,0,NA,2012,0,NA,NA,NA,NA,NA
"53","AGPE",111,1,"2214",1,1,2007,2007,NA,3,0,NA,2008,1,10,1,NA,NA,NA
"54","AGPE",111,1,"2214",1,1,2007,2008,NA,10,1,NA,2009,1,14,14,NA,NA,NA
"55","AGPE",111,1,"2214",1,1,2007,2009,NA,14,14,NA,2010,1,34,0,NA,NA,NA
"56","AGPE",111,1,"2214",1,1,2007,2010,NA,34,0,NA,2011,0,NA,NA,NA,NA,NA
"57","AGPE",111,1,"2215",1,1,2007,2007,NA,3,0,NA,2008,1,7,1,NA,NA,NA
"58","AGPE",111,1,"2215",1,1,2007,2008,NA,7,1,NA,2009,1,3,1,NA,NA,NA
"59","AGPE",111,1,"2215",1,1,2007,2009,NA,3,1,NA,2010,1,6,0,NA,NA,NA
"60","AGPE",111,1,"2215",1,1,2007,2010,NA,6,0,NA,2011,0,NA,NA,NA,NA,NA
"61","AGPE",111,1,"2216",1,1,2007,2007,NA,3,0,NA,2008,1,14,3,NA,NA,NA
"62","AGPE",111,1,"2216",1,1,2007,2008,NA,14,3,NA,2009,1,15,15,NA,NA,NA
"63","AGPE",111,1,"2216",1,1,2007,2009,NA,15,15,NA,2010,1,29,0,NA,NA,NA
"64","AGPE",111,1,"2216",1,1,2007,2010,NA,29,0,NA,2011,0,NA,NA,NA,NA,NA
"65","AGPE",111,1,"2217",1,1,2007,2007,NA,3,0,NA,2008,1,14,7,NA,NA,NA
"66","AGPE",111,1,"2217",1,1,2007,2008,NA,14,7,NA,2009,1,14,12,NA,NA,NA
"67","AGPE",111,1,"2217",1,1,2007,2009,NA,14,12,NA,2010,1,5,0,NA,NA,NA
"68","AGPE",111,1,"2217",1,1,2007,2010,NA,5,0,NA,2011,0,NA,NA,NA,NA,NA
"69","AGPE",111,1,"2218",1,1,2007,2007,NA,3,0,NA,2008,1,9,0,NA,NA,NA
"70","AGPE",111,1,"2218",1,1,2007,2008,NA,9,0,NA,2009,1,23,21,NA,NA,NA
"71","AGPE",111,1,"2218",1,1,2007,2009,NA,23,21,NA,2010,1,36,0,NA,NA,NA
"72","AGPE",111,1,"2218",1,1,2007,2010,NA,36,0,NA,2011,0,NA,NA,NA,NA,NA
"73","AGPE",111,1,"2219",1,NA,2007,2007,NA,3,0,NA,2008,1,8,0,NA,NA,NA
"74","AGPE",111,1,"2219",1,NA,2007,2008,NA,8,0,NA,2009,0,NA,NA,NA,NA,NA
"75","AGPE",111,1,"2220",1,NA,2007,2007,NA,3,0,NA,2008,1,10,0,NA,NA,NA
"76","AGPE",111,1,"2220",1,NA,2007,2008,NA,10,0,NA,2009,1,19,16,NA,NA,NA
"77","AGPE",111,1,"2220",1,NA,2007,2009,NA,19,16,NA,2010,1,23,0,NA,NA,NA
"78","AGPE",111,1,"2220",1,NA,2007,2010,NA,23,0,NA,2011,0,NA,NA,NA,NA,NA
"79","AGPE",111,1,"111_1",0,NA,2009,2009,0,1,0,NA,2010,0,NA,NA,NA,NA,NA
"80","AGPE",111,1,"111_10",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA,NA,NA
"81","AGPE",111,1,"111_100",0,NA,2012,2012,0,2,0,NA,2013,1,4,2,NA,NA,NA
"82","AGPE",111,1,"111_100",0,NA,2012,2013,1,4,2,NA,2014,0,NA,NA,NA,NA,NA
"83","AGPE",111,1,"111_101",0,1,2012,2012,0,4,0,NA,2013,1,8,3,NA,NA,NA
"84","AGPE",111,1,"111_101",0,1,2012,2013,1,8,3,NA,2014,1,8,3,NA,NA,NA
"85","AGPE",111,1,"111_101",0,1,2012,2014,2,8,3,NA,2015,0,NA,NA,NA,NA,NA
"86","AGPE",111,1,"111_102",0,1,2012,2012,0,6,0,NA,2013,1,13,4,NA,NA,NA
"87","AGPE",111,1,"111_102",0,1,2012,2013,1,13,4,NA,2014,1,24,9,NA,NA,NA
"88","AGPE",111,1,"111_102",0,1,2012,2014,2,24,9,NA,2015,1,12,7,80.5,NA,NA
"89","AGPE",111,1,"111_102",0,1,2012,2015,3,12,7,80.5,2016,1,2,1,33,NA,NA
"90","AGPE",111,1,"111_102",0,1,2012,2016,4,2,1,33,2017,0,NA,NA,NA,NA,NA
"91","AGPE",111,1,"111_103",0,NA,2012,2012,0,2,0,NA,2013,1,1,0,NA,NA,NA
"92","AGPE",111,1,"111_103",0,NA,2012,2013,1,1,0,NA,2014,1,4,1,NA,NA,NA
"93","AGPE",111,1,"111_103",0,NA,2012,2014,2,4,1,NA,2015,0,NA,NA,NA,NA,NA
"94","AGPE",111,1,"111_104",0,NA,2012,2012,0,2,0,NA,2013,1,2,0,NA,NA,NA
"95","AGPE",111,1,"111_104",0,NA,2012,2013,1,2,0,NA,2014,1,3,1,NA,NA,NA
"96","AGPE",111,1,"111_104",0,NA,2012,2014,2,3,1,NA,2015,0,NA,NA,NA,NA,NA
"97","AGPE",111,1,"111_105",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"98","AGPE",111,1,"111_106",0,NA,2012,2012,0,2,0,NA,2013,1,3,0,NA,NA,NA
"99","AGPE",111,1,"111_106",0,NA,2012,2013,1,3,0,NA,2014,1,3,1,NA,NA,NA
"100","AGPE",111,1,"111_106",0,NA,2012,2014,2,3,1,NA,2015,0,NA,NA,NA,NA,NA
"101","AGPE",111,1,"111_107",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"102","AGPE",111,1,"111_108",0,NA,2012,2012,0,1,0,NA,2013,1,2,0,NA,2.729,1.562
"103","AGPE",111,1,"111_108",0,NA,2012,2013,1,2,0,NA,2014,1,11,2,NA,2.729,1.562
"104","AGPE",111,1,"111_108",0,NA,2012,2014,2,11,2,NA,2015,1,9,5,55.5,2.729,1.562
"105","AGPE",111,1,"111_108",0,NA,2012,2015,3,9,5,55.5,2016,1,3,0,NA,2.729,1.562
"106","AGPE",111,1,"111_108",0,NA,2012,2016,4,3,0,NA,2017,1,7,2,41.5,2.729,1.562
"107","AGPE",111,1,"111_11",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA,NA,NA
"108","AGPE",111,1,"111_110",0,NA,2012,2012,0,2,0,NA,2013,0,NA,NA,NA,NA,NA
"109","AGPE",111,1,"111_111",0,NA,2012,2012,0,3,0,NA,2013,1,3,1,NA,NA,NA
"110","AGPE",111,1,"111_111",0,NA,2012,2013,1,3,1,NA,2014,1,2,1,NA,NA,NA
"111","AGPE",111,1,"111_111",0,NA,2012,2014,2,2,1,NA,2015,1,3,2,41.5,NA,NA
"112","AGPE",111,1,"111_111",0,NA,2012,2015,3,3,2,41.5,2016,0,NA,NA,NA,NA,NA
"113","AGPE",111,1,"111_112",0,NA,2012,2012,0,2,0,NA,2013,0,NA,NA,NA,NA,NA
"114","AGPE",111,1,"111_113",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"115","AGPE",111,1,"111_114",0,NA,2012,2012,0,1,0,NA,2013,1,1,0,NA,NA,NA
"116","AGPE",111,1,"111_114",0,NA,2012,2013,1,1,0,NA,2014,0,NA,NA,NA,NA,NA
"117","AGPE",111,1,"111_115",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"118","AGPE",111,1,"111_116",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"119","AGPE",111,1,"111_117",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"120","AGPE",111,1,"111_118",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"121","AGPE",111,1,"111_119",0,NA,2012,2012,0,1,0,NA,2013,1,3,1,NA,NA,NA
"122","AGPE",111,1,"111_119",0,NA,2012,2013,1,3,1,NA,2014,1,4,1,NA,NA,NA
"123","AGPE",111,1,"111_119",0,NA,2012,2014,2,4,1,NA,2015,1,3,0,NA,NA,NA
"124","AGPE",111,1,"111_119",0,NA,2012,2015,3,3,0,NA,2016,0,NA,NA,NA,NA,NA
"125","AGPE",111,1,"111_12",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA,NA,NA
"126","AGPE",111,1,"111_120",0,NA,2012,2012,0,1,0,NA,2013,1,4,0,NA,NA,NA
"127","AGPE",111,1,"111_120",0,NA,2012,2013,1,4,0,NA,2014,1,11,1,NA,NA,NA
"128","AGPE",111,1,"111_120",0,NA,2012,2014,2,11,1,NA,2015,1,7,2,25.5,NA,NA
"129","AGPE",111,1,"111_120",0,NA,2012,2015,3,7,2,25.5,2016,0,NA,NA,NA,NA,NA
"130","AGPE",111,1,"111_121",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"131","AGPE",111,1,"111_122",0,NA,2012,2012,0,1,0,NA,2013,1,1,0,NA,NA,NA
"132","AGPE",111,1,"111_122",0,NA,2012,2013,1,1,0,NA,2014,1,3,1,NA,NA,NA
"133","AGPE",111,1,"111_122",0,NA,2012,2014,2,3,1,NA,2015,1,2,1,12,NA,NA
"134","AGPE",111,1,"111_122",0,NA,2012,2015,3,2,1,12,2016,0,NA,NA,NA,NA,NA
"135","AGPE",111,1,"111_123",0,1,2012,2012,0,1,0,NA,2013,1,6,1,NA,2.341,1.508
"136","AGPE",111,1,"111_123",0,1,2012,2013,1,6,1,NA,2014,1,9,2,NA,2.341,1.508
"137","AGPE",111,1,"111_123",0,1,2012,2014,2,9,2,NA,2015,1,8,2,51,2.341,1.508
"138","AGPE",111,1,"111_123",0,1,2012,2015,3,8,2,51,2016,1,4,1,109,2.341,1.508
"139","AGPE",111,1,"111_123",0,1,2012,2016,4,4,1,109,2017,1,3,1,67,2.341,1.508
"140","AGPE",111,1,"111_124",0,1,2012,2012,0,1,0,NA,2013,1,7,2,NA,NA,NA
"141","AGPE",111,1,"111_124",0,1,2012,2013,1,7,2,NA,2014,1,14,6,NA,NA,NA
"142","AGPE",111,1,"111_124",0,1,2012,2014,2,14,6,NA,2015,1,5,2,22.5,NA,NA
"143","AGPE",111,1,"111_124",0,1,2012,2015,3,5,2,22.5,2016,0,NA,NA,NA,NA,NA
"144","AGPE",111,1,"111_125",0,NA,2012,2012,0,1,0,NA,2013,1,1,0,NA,NA,NA
"145","AGPE",111,1,"111_125",0,NA,2012,2013,1,1,0,NA,2014,0,NA,NA,NA,NA,NA
"146","AGPE",111,1,"111_126",0,NA,2012,2012,0,1,0,NA,2013,1,2,0,NA,NA,NA
"147","AGPE",111,1,"111_126",0,NA,2012,2013,1,2,0,NA,2014,0,NA,NA,NA,NA,NA
"148","AGPE",111,1,"111_127",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"149","AGPE",111,1,"111_128",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"150","AGPE",111,1,"111_129",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"151","AGPE",111,1,"111_13",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA,NA,NA
"152","AGPE",111,1,"111_130",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"153","AGPE",111,1,"111_131",0,1,2012,2012,0,1,0,NA,2013,1,3,1,NA,NA,NA
"154","AGPE",111,1,"111_131",0,1,2012,2013,1,3,1,NA,2014,1,4,1,NA,NA,NA
"155","AGPE",111,1,"111_131",0,1,2012,2014,2,4,1,NA,2015,0,NA,NA,NA,NA,NA
"156","AGPE",111,1,"111_132",0,NA,2012,2012,0,1,0,NA,2013,1,2,0,NA,NA,NA
"157","AGPE",111,1,"111_132",0,NA,2012,2013,1,2,0,NA,2014,1,3,1,NA,NA,NA
"158","AGPE",111,1,"111_132",0,NA,2012,2014,2,3,1,NA,2015,1,5,2,66.5,NA,NA
"159","AGPE",111,1,"111_132",0,NA,2012,2015,3,5,2,66.5,2016,0,NA,NA,NA,NA,NA
"160","AGPE",111,1,"111_133",0,NA,2012,2012,0,1,0,NA,2013,1,1,0,NA,NA,NA
"161","AGPE",111,1,"111_133",0,NA,2012,2013,1,1,0,NA,2014,1,3,0,NA,NA,NA
"162","AGPE",111,1,"111_133",0,NA,2012,2014,2,3,0,NA,2015,1,2,0,NA,NA,NA
"163","AGPE",111,1,"111_133",0,NA,2012,2015,3,2,0,NA,2016,0,NA,NA,NA,NA,NA
"164","AGPE",111,1,"111_134",0,NA,2012,2012,0,1,0,NA,2013,1,4,0,NA,NA,NA
"165","AGPE",111,1,"111_134",0,NA,2012,2013,1,4,0,NA,2014,1,6,1,NA,NA,NA
"166","AGPE",111,1,"111_134",0,NA,2012,2014,2,6,1,NA,2015,1,2,1,22,NA,NA
"167","AGPE",111,1,"111_134",0,NA,2012,2015,3,2,1,22,2016,0,NA,NA,NA,NA,NA
"168","AGPE",111,1,"111_135",0,NA,2012,2012,0,1,0,NA,2013,1,3,0,NA,NA,NA
"169","AGPE",111,1,"111_135",0,NA,2012,2013,1,3,0,NA,2014,1,7,2,NA,NA,NA
"170","AGPE",111,1,"111_135",0,NA,2012,2014,2,7,2,NA,2015,0,NA,NA,NA,NA,NA
"171","AGPE",111,1,"111_136",0,NA,2012,2012,0,1,0,NA,2013,1,2,0,NA,NA,NA
"172","AGPE",111,1,"111_136",0,NA,2012,2013,1,2,0,NA,2014,1,3,1,NA,NA,NA
"173","AGPE",111,1,"111_136",0,NA,2012,2014,2,3,1,NA,2015,0,NA,NA,NA,NA,NA
"174","AGPE",111,1,"111_137",0,1,2012,2012,0,3,0,NA,2013,1,5,2,NA,NA,NA
"175","AGPE",111,1,"111_137",0,1,2012,2013,1,5,2,NA,2014,1,14,6,NA,NA,NA
"176","AGPE",111,1,"111_137",0,1,2012,2014,2,14,6,NA,2015,1,2,0,NA,NA,NA
"177","AGPE",111,1,"111_137",0,1,2012,2015,3,2,0,NA,2016,0,NA,NA,NA,NA,NA
"178","AGPE",111,1,"111_138",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"179","AGPE",111,1,"111_139",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"180","AGPE",111,1,"111_14",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA,NA,NA
"181","AGPE",111,1,"111_140",0,1,2012,2012,0,3,0,NA,2013,1,5,2,NA,NA,NA
"182","AGPE",111,1,"111_140",0,1,2012,2013,1,5,2,NA,2014,1,14,5,NA,NA,NA
"183","AGPE",111,1,"111_140",0,1,2012,2014,2,14,5,NA,2015,1,1,0,NA,NA,NA
"184","AGPE",111,1,"111_140",0,1,2012,2015,3,1,0,NA,2016,0,NA,NA,NA,NA,NA
"185","AGPE",111,1,"111_141",0,NA,2012,2012,0,1,0,NA,2013,1,4,1,NA,NA,NA
"186","AGPE",111,1,"111_141",0,NA,2012,2013,1,4,1,NA,2014,1,4,2,NA,NA,NA
"187","AGPE",111,1,"111_141",0,NA,2012,2014,2,4,2,NA,2015,0,NA,NA,NA,NA,NA
"188","AGPE",111,1,"111_142",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"189","AGPE",111,1,"111_143",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"190","AGPE",111,1,"111_144",0,NA,2012,2012,0,1,0,NA,2013,1,3,1,NA,NA,NA
"191","AGPE",111,1,"111_144",0,NA,2012,2013,1,3,1,NA,2014,1,3,2,NA,NA,NA
"192","AGPE",111,1,"111_144",0,NA,2012,2014,2,3,2,NA,2015,1,4,0,NA,NA,NA
"193","AGPE",111,1,"111_144",0,NA,2012,2015,3,4,0,NA,2016,0,NA,NA,NA,NA,NA
"194","AGPE",111,1,"111_145",0,NA,2012,2012,0,2,0,NA,2013,0,NA,NA,NA,NA,NA
"195","AGPE",111,1,"111_146",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"196","AGPE",111,1,"111_147",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"197","AGPE",111,1,"111_148",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"198","AGPE",111,1,"111_149",0,NA,2012,2012,0,1,0,NA,2013,1,5,0,NA,NA,NA
"199","AGPE",111,1,"111_149",0,NA,2012,2013,1,5,0,NA,2014,1,9,4,NA,NA,NA
"200","AGPE",111,1,"111_149",0,NA,2012,2014,2,9,4,NA,2015,1,5,3,98,NA,NA
"201","AGPE",111,1,"111_149",0,NA,2012,2015,3,5,3,98,2016,0,NA,NA,NA,NA,NA
"202","AGPE",111,1,"111_15",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA,NA,NA
"203","AGPE",111,1,"111_150",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"204","AGPE",111,1,"111_151",0,NA,2012,2012,0,1,0,NA,2013,1,3,1,NA,NA,NA
"205","AGPE",111,1,"111_151",0,NA,2012,2013,1,3,1,NA,2014,0,NA,NA,NA,NA,NA
"206","AGPE",111,1,"111_152",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"207","AGPE",111,1,"111_153",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"208","AGPE",111,1,"111_154",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"209","AGPE",111,1,"111_155",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"210","AGPE",111,1,"111_156",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"211","AGPE",111,1,"111_157",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"212","AGPE",111,1,"111_158",0,NA,2012,2012,0,2,0,NA,2013,0,NA,NA,NA,NA,NA
"213","AGPE",111,1,"111_159",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"214","AGPE",111,1,"111_16",0,1,2011,2011,0,1,0,NA,2012,1,8,1,51,NA,NA
"215","AGPE",111,1,"111_16",0,1,2011,2012,1,8,1,51,2013,1,14,5,NA,NA,NA
"216","AGPE",111,1,"111_16",0,1,2011,2013,2,14,5,NA,2014,1,33,23,NA,NA,NA
"217","AGPE",111,1,"111_16",0,1,2011,2014,3,33,23,NA,2015,1,33,14,136.5,NA,NA
"218","AGPE",111,1,"111_16",0,1,2011,2015,4,33,14,136.5,2016,0,NA,NA,NA,NA,NA
"219","AGPE",111,1,"111_160",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"220","AGPE",111,1,"111_161",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"221","AGPE",111,1,"111_162",0,NA,2012,2012,0,2,0,NA,2013,0,NA,NA,NA,NA,NA
"222","AGPE",111,1,"111_163",0,NA,2012,2012,0,1,0,NA,2013,0,NA,NA,NA,NA,NA
"223","AGPE",111,1,"111_164",0,NA,2013,2013,0,1,0,NA,2014,1,12,4,NA,NA,NA
"224","AGPE",111,1,"111_164",0,NA,2013,2014,1,12,4,NA,2015,1,19,8,119,NA,NA
"225","AGPE",111,1,"111_164",0,NA,2013,2015,2,19,8,119,2016,0,NA,NA,NA,NA,NA
"226","AGPE",111,1,"111_165",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"227","AGPE",111,1,"111_166",0,NA,2013,2013,0,1,0,NA,2014,1,3,1,NA,NA,NA
"228","AGPE",111,1,"111_166",0,NA,2013,2014,1,3,1,NA,2015,1,7,1,33,NA,NA
"229","AGPE",111,1,"111_166",0,NA,2013,2015,2,7,1,33,2016,0,NA,NA,NA,NA,NA
"230","AGPE",111,1,"111_167",0,NA,2013,2013,0,1,0,NA,2014,1,1,0,NA,NA,NA
"231","AGPE",111,1,"111_167",0,NA,2013,2014,1,1,0,NA,2015,0,NA,NA,NA,NA,NA
"232","AGPE",111,1,"111_168",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"233","AGPE",111,1,"111_169",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"234","AGPE",111,1,"111_17",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA,NA,NA
"235","AGPE",111,1,"111_170",0,NA,2013,2013,0,1,0,NA,2014,1,9,3,NA,NA,NA
"236","AGPE",111,1,"111_170",0,NA,2013,2014,1,9,3,NA,2015,1,2,0,NA,NA,NA
"237","AGPE",111,1,"111_170",0,NA,2013,2015,2,2,0,NA,2016,0,NA,NA,NA,NA,NA
"238","AGPE",111,1,"111_171",0,NA,2013,2013,0,1,0,NA,2014,1,3,1,NA,NA,NA
"239","AGPE",111,1,"111_171",0,NA,2013,2014,1,3,1,NA,2015,1,5,1,35,NA,NA
"240","AGPE",111,1,"111_171",0,NA,2013,2015,2,5,1,35,2016,0,NA,NA,NA,NA,NA
"241","AGPE",111,1,"111_172",0,NA,2013,2013,0,1,0,NA,2014,1,3,1,NA,NA,NA
"242","AGPE",111,1,"111_172",0,NA,2013,2014,1,3,1,NA,2015,1,4,0,NA,NA,NA
"243","AGPE",111,1,"111_172",0,NA,2013,2015,2,4,0,NA,2016,0,NA,NA,NA,NA,NA
"244","AGPE",111,1,"111_173",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"245","AGPE",111,1,"111_174",0,NA,2013,2013,0,1,0,NA,2014,0,NA,NA,NA,NA,NA
"246","AGPE",111,1,"111_175",0,NA,2013,2013,0,1,0,NA,2014,1,3,0,NA,NA,NA
"247","AGPE",111,1,"111_175",0,NA,2013,2014,1,3,0,NA,2015,0,NA,NA,NA,NA,NA
"248","AGPE",111,1,"111_176",0,NA,2013,2013,0,1,0,NA,2014,1,1,0,NA,NA,NA
"249","AGPE",111,1,"111_176",0,NA,2013,2014,1,1,0,NA,2015,1,2,0,NA,NA,NA
"250","AGPE",111,1,"111_176",0,NA,2013,2015,2,2,0,NA,2016,0,NA,NA,NA,NA,NA
