species,origin,plot,pos,id,birth_year,observation_year,distance_A,distance_B,survival,size_tillers,flowering_tillers,spikelets_A,spikelets_B,spikelets_C,notes
FESU,O,123,3,123_orig22-3,2022,2023,1.87,1.475,1,6,6,20,19,24,
FESU,O,123,4,123_orig22-4,2022,2023,1.446,1.834,1,10,2,24,51,,
FESU,O,123,5,123_orig22-5,2022,2023,1.472,1.864,0,,,,,,
FESU,O,123,6,123_orig22-6,2022,2023,2.533,1.844,0,,,,,,
FESU,O,123,7,123_orig22-7,2022,2023,1.812,0.753,1,2,1,17,,,
FESU,O,123,8,123_orig22-8,2022,2023,1.777,0.832,0,,,,,,
FESU,O,123,9,123_orig22-9,2022,2023,1.415,1.129,1,2,2,35,26,,
FESU,O,123,10,123_orig22-10,2022,2023,0.802,1.812,1,6,4,39,19,41,
FESU,O,123,11,123_orig22-11,2022,2023,0.873,1.779,1,1,0.000,,,,
FESU,O,123,12,123_orig22-12,2022,2023,1.194,2.499,0,,,,,,
FESU,O,123,13,123_orig22-13,2022,2023,2.177,1.028,0,,,,,,
FESU,R,124,152,124_152,,2023,0.489,1.783,0,,,,,,
FESU,R,124,667,124_667,2017,2023,,,1,1,0,,,,
FESU,R,124,837,124_837,2019,2023,0.989,1.698,0,,,,,,
FESU,R,124,838,124_838,2019,2023,1.627,1.071,0,,,,,,
FESU,R,124,511,124_511,2014,2023,,,0,,,,,,
FESU,R,124,746,124_746,2018,2023,,,1,1,0,,,,
FESU,R,124,843,124_843,2019,2023,2.525,2.724,1,1,0,,,,
FESU,R,124,527,124_527,2015,2023,,,0,,,,,,
FESU,R,124,697,124_697,2017,2023,,,1,1,0,,,,
FESU,R,124,854,124_854,2019,2023,2.322,0.356,0,,,,,,
FESU,R,124,601,124_601,2015,2023,,,0,,,,,,
FESU,R,124,858,124_858,2020,2023,2.225,0.957,1,1,0,,,,
FESU,R,124,859,124_859,2020,2023,2.489,1.16,0,,,,,,
FESU,R,124,860,124_860,2020,2023,0.541,1.932,0,,,,,,
FESU,R,124,861,124_861,2020,2023,0.498,1.977,1,1,0,,,,
FESU,R,124,862,124_862,2020,2023,1.192,0.598,0,,,,,,
FESU,R,124,863,124_863,2021,2023,1.898,0.69,0,,,,,,
FESU,R,124,865,124_865,2021,2023,2.061,0.932,1,1,0,,,,
FESU,R,124,866,124_866,2021,2023,2.846,2.095,1,5,0,,,,
FESU,R,124,867,124_867,2021,2023,2.493,2.054,1,2,0,,,,
FESU,R,124,868,124_868,2021,2023,2.441,2.031,1,1,0,,,,
FESU,R,124,873,124_873,2021,2023,2.121,2.081,1,3,0,,,,
FESU,R,124,874,124_874,2021,2023,2.054,0.666,0,,,,,,
FESU,R,124,881,124_881,,2023,2.45,2.453,1,2,0,,,,
FESU,R,124,882,124_882,2021,2023,2.324,1.991,1,1,0,,,,
FESU,R,124,883,124_883,2021,2023,2.594,2.097,1,1,0,,,,
FESU,R,124,887,124_887,,2023,2.268,0.486,0,,,,,,
FESU,R,124,888,124_888,,2023,1.824,1.126,0,,,,,,
FESU,R,124,889,124_889,2021,2023,1.673,1.215,1,6,0,,,,
FESU,R,124,890,124_890,2021,2023,1.673,1.215,0,,,,,,
FESU,R,124,891,124_891,2021,2023,1.673,1.215,0,,,,,,
FESU,O,124,1,124_orig22-1,2022,2023,1.662,1.488,0,,,,,,
FESU,O,124,2,124_orig22-2,2022,2023,1.696,1.413,0,,,,,,
FESU,O,124,3,124_orig22-3,2022,2023,1.604,1.633,1,5,0,,,,
FESU,O,124,5,124_orig22-5,2022,2023,1.251,2.39,1,8,5,31,27,13,
FESU,O,124,6,124_orig22-6,2022,2023,2.758,1.453,1,5,4,43,21,20,
FESU,O,124,7,124_orig22-7,2022,2023,2.669,1.52,1,3,3,32,9,40,
FESU,O,124,8,124_orig22-8,2022,2023,1.627,2.675,0,,,,,,
FESU,O,124,9,124_orig22-9,2022,2023,1.71,2.625,1,11,2,18,19,,
FESU,O,124,10,124_orig22-10,2022,2023,2.963,2.857,1,1,0,,,,
FESU,O,124,11,124_orig22-11,2022,2023,2.231,1.079,0,,,,,,
FESU,O,124,12,124_orig22-12,2022,2023,0.547,2.23,0,,,,,,
FESU,O,124,13,124_orig22-13,2022,2023,2.102,1.853,1,4,3,32,28,44,
FESU,R,124,892,124_892,2022,2023,0.214,2.503,1,1,0,,,,
FESU,R,124,893,124_893,2022,2023,0.15,2.557,1,2,0,,,,
FESU,R,124,894,124_894,2022,2023,0.256,0.421,1,1,0,,,,
FESU,R,124,895,124_895,2022,2023,0.398,.2.345,1,3,0,,,,
FESU,R,124,896,124_896,2022,2023,0.402,2.304,0,,,,,,
FESU,R,124,897,124_897,2022,2023,0.413,2.23,1,1,0,,,,
FESU,R,124,898,124_898,2022,2023,0.379,2.205,0,,,,,,
FESU,R,124,899,124_899,2022,2023,0.418,2.234,0,,,,,,
FESU,R,124,900,124_900,2022,2023,0.435,2.228,1,1,0,,,,
FESU,R,124,901,124_901,2022,2023,0.478,2.178,1,2,0,,,,
FESU,R,124,902,124_902,2022,2023,0.486,2.19,1,1,0,,,,
FESU,R,124,903,124_903,2022,2023,0.438,1.994,1,4,1,19,,,
FESU,R,124,904,124_904,2022,2023,0.543,2.111,1,1,0,,,,
FESU,R,124,905,124_905,2022,2023,0.588,2.048,1,1,0,,,,
FESU,R,124,906,124_906,2022,2023,0.582,2.059,0,,,,,,
FESU,R,124,907,124_907,2022,2023,0.531,2.184,0,,,,,,
FESU,R,124,908,124_908,2022,2023,0.539,2.155,1,1,0,,,,
FESU,R,124,909,124_909,2022,2023,0.513,2.157,1,3,0,,,,
FESU,R,124,910,124_910,2022,2023,0.891,1.768,1,1,0,,,,
FESU,R,124,911,124_911,2022,2023,1.294,1.431,0,,,,,,
FESU,R,124,912,124_912,2022,2023,0.631,1.381,1,6,0,,,,
FESU,R,124,913,124_913,2022,2023,1.369,1.306,1,3,0,,,,
FESU,R,124,914,124_914,2022,2023,1.316,1.338,0,,,,,,
FESU,R,124,915,124_915,2022,2023,1.462,1.207,0,,,,,,
FESU,R,124,916,124_916,2022,2023,1.366,1.006,0,,,,,,
FESU,R,124,917,124_917,2022,2023,1.477,1.189,1,1,0,,,,
FESU,R,124,918,124_918,2022,2023,1.669,1.016,1,6,0,,,,
FESU,R,124,919,124_919,2022,2023,1.575,1.102,1,1,0,,,,
FESU,R,124,920,124_920,2022,2023,1.572,1.114,0,,,,,,
FESU,R,124,921,124_921,2022,2023,1.444,0.747,1,1,0,,,,
FESU,R,124,922,124_922,2022,2023,1.341,1.383,0,,,,,,
FESU,R,124,923,124_923,2022,2023,1.464,1.276,1,4,0,,,,
FESU,R,124,924,124_924,2022,2023,1.472,1.267,1,1,0,,,,
FESU,R,124,925,124_925,2022,2023,1.501,1.172,1,2,1,11,,,
FESU,R,124,926,124_926,2022,2023,1.433,1.114,1,1,0,,,,
FESU,R,124,927,124_927,2022,2023,1.355,1.308,1,3,0,,,,
FESU,R,124,928,124_928,2022,2023,1.774,0.892,1,1,0,,,,
FESU,R,124,929,124_929,2022,2023,1.917,0.756,1,1,0,,,,
FESU,R,124,930,124_930,2022,2023,1.617,1.09,1,1,0,,,,
FESU,R,124,931,124_931,2022,2023,1.667,1.026,0,,,,,,
FESU,R,124,932,124_932,2022,2023,2.046,0.526,0,,,,,,
FESU,R,124,933,124_933,2022,2023,2.273,0.447,0,,,,,,
FESU,R,124,934,124_934,2022,2023,2.42,0.246,1,1,0,,,,
FESU,R,124,935,124_935,2022,2023,2.345,0.365,1,1,0,,,,
FESU,R,124,936,124_936,2022,2023,2.318,0.434,1,1,0,,,,
FESU,R,124,937,124_937,2022,2023,2.308,0.405,1,1,0,,,,
FESU,R,124,938,124_938,2022,2023,2.332,0.405,1,1,0,,,,
FESU,R,124,939,124_939,2022,2023,2.313,0.286,1,1,0,,,,
FESU,R,124,940,124_940,2022,2023,2.342,0.415,1,2,0,,,,
FESU,R,124,941,124_941,2022,2023,2.323,0.517,1,1,0,,,,
FESU,R,124,942,124_942,2022,2023,2.402,0.453,1,1,0,,,,
FESU,R,124,943,124_943,2022,2023,2.4,0.5,1,1,0,,,,
FESU,R,124,944,124_944,2022,2023,2.472,0.417,1,1,0,,,,
FESU,R,124,945,124_945,2022,2023,2.503,0.43,0,,,,,,
FESU,R,124,946,124_946,2022,2023,2.445,0.496,1,1,0,,,,
FESU,R,124,947,124_947,2022,2023,2.439,0.544,0,,,,,,
FESU,R,124,948,124_948,2022,2023,2.46,0.47,0,,,,,,
FESU,R,124,949,124_949,2022,2023,2.135,0.8,0,,,,,,
FESU,R,124,950,124_950,2022,2023,2.21,0.799,0,,,,,,
FESU,R,124,951,124_951,2022,2023,2.225,0.819,1,1,0,,,,
FESU,R,124,952,124_952,2022,2023,2.247,0.218,0,,,,,,
FESU,R,124,953,124_953,2022,2023,2.214,0.998,1,2,0,,,,
FESU,R,124,954,124_954,2022,2023,2.294,0.962,0,,,,,,
FESU,R,124,955,124_955,2022,2023,2.361,1.157,1,1,0,,,,
FESU,R,124,956,124_956,2022,2023,2.826,1.657,1,2,0,,,,
FESU,R,124,957,124_957,2022,2023,2.827,1.616,1,1,0,,,,
FESU,R,124,958,124_958,2022,2023,2.613,1.384,0,,,,,,
FESU,R,124,959,124_959,2022,2023,2.571,1.306,1,3,0,,,,
FESU,R,124,960,124_960,2022,2023,2.224,1.324,1,2,0,,,,
FESU,R,124,961,124_961,2022,2023,2.945,1.798,1,2,0,,,,
FESU,R,124,962,124_962,2022,2023,2.792,1.907,1,2,0,,,,
FESU,R,124,963,124_963,2022,2023,2.393,1.712,1,3,0,,,,
FESU,R,124,964,124_964,2022,2023,2.675,1.792,0,,,,,,
FESU,R,124,965,124_965,2022,2023,2.465,1.925,0,,,,,,
FESU,R,124,966,124_966,2022,2023,2.429,1.883,1,1,0,,,,
FESU,R,124,967,124_967,2022,2023,2.505,1.845,1,3,0,,,,
FESU,R,124,968,124_968,2022,2023,2.308,1.864,1,2,0,,,,
FESU,R,124,969,124_969,2022,2023,2.152,1.783,1,2,0,,,,
FESU,R,124,970,124_970,2022,2023,2.217,1.832,1,2,0,,,,
FESU,R,124,971,124_971,2022,2023,2.144,1.785,1,3,0,,,,
FESU,R,124,972,124_972,2022,2023,2.011,2.525,1,1,0,,,,
FESU,R,124,973,124_973,2022,2023,1.879,1.927,0,,,,,,
FESU,R,124,974,124_974,2022,2023,1.819,1.905,1,1,0,,,,
FESU,R,124,975,124_975,2022,2023,1.725,1.984,0,,,,,,
FESU,R,124,976,124_976,2022,2023,2.033,2.518,1,1,0,,,,
FESU,R,124,977,124_977,2022,2023,1.986,2.485,0,,,,,,
FESU,R,124,978,124_978,2022,2023,1.877,2.405,0,,,,,,
FESU,R,124,979,124_979,2022,2023,1.942,2.492,0,,,,,,
FESU,R,124,980,124_980,2022,2023,1.996,2.537,0,,,,,,
FESU,R,124,981,124_981,2022,2023,1.88,2.52,1,2,0,,,,
FESU,R,124,982,124_982,2022,2023,1.721,2.388,0,,,,,,
FESU,R,124,,983,2023,2023,0.392,2.381,1,1,0,,,,2023 recruits would start here
FESU,R,124,,984,2023,2023,0.169,2.544,1,1,0,,,,
FESU,R,124,,985,2023,2023,0.399,2.273,1,1,0,,,,
FESU,R,124,,986,2023,2023,0.391,2.271,1,1,0,,,,
FESU,R,124,,987,2023,2023,0.384,2.268,1,1,0,,,,
FESU,R,124,,988,2023,2023,0.769,1.873,1,1,0,,,,
FESU,R,124,,989,2023,2023,0.778,1.886,1,1,0,,,,
FESU,R,124,,990,2023,2023,1.039,1.591,1,1,0,,,,
FESU,R,124,,991,2023,2023,1.045,1.621,1,1,0,,,,
FESU,R,124,,992,2023,2023,1.039,1.562,1,1,0,,,,
FESU,R,124,,993,2023,2023,1.056,1.602,1,1,0,,,,
FESU,R,124,,994,2023,2023,1.07,1.756,1,1,0,,,,
FESU,R,124,,995,2023,2023,1.168,1.755,1,1,0,,,,
FESU,R,124,,996,2023,2023,1.115,1.763,1,1,0,,,,
FESU,R,124,,997,2023,2023,1.102,1.742,1,1,0,,,,
FESU,R,124,,998,2023,2023,1.099,1.735,1,1,0,,,,
FESU,R,124,,999,2023,2023,1.104,1.686,1,1,0,,,,
FESU,R,124,,1000,2023,2023,1.145,1.644,1,1,0,,,,
FESU,R,124,,1001,2023,2023,1.182,1.639,1,1,0,,,,
FESU,R,124,,1002,2023,2023,1.213,1.638,1,1,0,,,,
FESU,R,124,,1003,2023,2023,1.219,1.666,1,1,0,,,,
FESU,R,124,,1004,2023,2023,1.23,1.69,1,1,0,,,,
FESU,R,124,,1005,2023,2023,1.158,1.517,1,1,0,,,,
FESU,R,124,,1006,2023,2023,1.356,1.441,1,1,0,,,,
FESU,R,124,,1007,2023,2023,1.34,1.398,1,1,0,,,,
FESU,R,124,,1008,2023,2023,1.378,1.326,1,1,0,,,,
FESU,R,124,,1009,2023,2023,1.428,1.3,1,1,0,,,,
FESU,R,124,,1010,2023,2023,1.43,1.294,1,1,0,,,,
FESU,R,124,,1011,2023,2023,1.424,1.282,1,1,0,,,,
FESU,R,124,,1012,2023,2023,1.434,1.264,1,1,0,,,,
FESU,R,124,,1013,2023,2023,1.43,1.27,1,1,0,,,,
FESU,R,124,,1014,2023,2023,1.459,1.258,1,1,0,,,,
FESU,R,124,,1015,2023,2023,1.527,1.271,1,1,0,,,,
FESU,R,124,,1016,2023,2023,1.582,1.202,1,1,0,,,,
FESU,R,124,,1017,2023,2023,1.636,1.17,1,1,0,,,,
FESU,R,124,1,1018,2023,2023,1.234,1.434,1,1,0,,,,
FESU,R,124,,1019,2023,2023,1.285,1.368,1,1,0,,,,
FESU,R,124,,1020,2023,2023,1.352,1.321,1,1,0,,,,
FESU,R,124,,1021,2023,2023,1.393,1.305,1,1,0,,,,
FESU,R,124,,1022,2023,2023,1.363,1.265,1,1,0,,,,
FESU,R,124,,1023,2023,2023,1.305,1.346,1,1,0,,,,
FESU,R,124,,1024,2023,2023,1.383,1.244,1,1,0,,,,
FESU,R,124,,1025,2023,2023,1.408,1.24,1,1,0,,,,
FESU,R,124,,1026,2023,2023,1.431,1.24,1,1,0,,,,
FESU,R,124,,1027,2023,2023,1.507,1.211,1,1,0,,,,
FESU,R,124,,1028,2023,2023,1.434,1.219,1,1,0,,,,
FESU,R,124,,1029,2023,2023,1.303,1.357,1,1,0,,,,
FESU,R,124,,1030,2023,2023,1.302,1.362,1,1,0,,,,
FESU,R,124,,1031,2023,2023,1.351,1.299,1,1,0,,,,
FESU,R,124,,1032,2023,2023,1.712,0.945,1,1,0,,,,
FESU,R,124,,1033,2023,2023,1.756,0.873,1,1,0,,,,
FESU,R,124,,1034,2023,2023,1.78,0.859,1,1,0,,,,
FESU,R,124,,1035,2023,2023,1.823,1.091,1,1,0,,,,
FESU,R,124,,1036,2023,2023,1.904,1.137,1,1,0,,,,
FESU,R,124,,1037,2023,2023,1.959,1.118,1,1,0,,,,
FESU,R,124,,1038,2023,2023,1.68,1.146,1,1,0,,,,
FESU,R,124,,1039,2023,2023,1.687,1.155,1,1,0,,,,
FESU,R,124,,1040,2023,2023,1.583,1.572,1,1,0,,,,
FESU,R,124,,1041,2023,2023,2.483,0.005,1,1,0,,,,
FESU,R,124,,1042,2023,2023,2.215,1.675,1,1,0,,,,
FESU,R,124,,1043,2023,2023,2.261,1.525,1,1,0,,,,
FESU,R,124,,1044,2023,2023,2.283,1.458,1,1,0,,,,
FESU,R,124,,1045,2023,2023,2.363,1.394,1,1,0,,,,
FESU,R,124,,1046,2023,2023,2.395,1.365,1,1,0,,,,
FESU,R,124,,1047,2023,2023,2.435,1.41,1,1,0,,,,
FESU,R,124,,1048,2023,2023,2.446,1.509,1,1,0,,,,
FESU,R,124,,1049,2023,2023,2.435,1.572,1,1,0,,,,
FESU,R,124,,1050,2023,2023,2.42,1.631,1,1,0,,,,
FESU,R,124,,1051,2023,2023,2.489,1.684,1,1,0,,,,
FESU,R,124,,1052,2023,2023,2.752,1.826,1,1,0,,,,
FESU,R,124,,1053,2023,2023,2.783,1.745,1,1,0,,,,
FESU,R,124,,1054,2023,2023,2.446,1.665,1,1,0,,,,
FESU,R,124,,1055,2023,2023,3.178,1.888,1,1,0,,,,
FESU,R,124,,1056,2023,2023,3.149,2.01,1,1,0,,,,
FESU,R,124,,1057,2023,2023,2.9,2.089,1,1,0,,,,
FESU,R,124,,1058,2023,2023,2.702,2.085,1,1,0,,,,
FESU,R,124,,1059,2023,2023,2.293,2.005,1,1,0,,,,
FESU,R,124,,1060,2023,2023,2.3,1.886,1,1,0,,,,
FESU,R,124,,1061,2023,2023,2.059,2.303,1,1,0,,,,
FESU,R,124,,1062,2023,2023,1.94,2.366,1,1,0,,,,
FESU,R,124,,1063,2023,2023,2.024,2.698,1,1,0,,,,
FESU,R,124,,1064,2023,2023,2.088,2.633,1,1,0,,,,
FESU,O,125,1,125_orig22-1,2022,2023,1.362,1.723,1,,,,,,
FESU,O,125,2,125_orig22-2,2022,2023,1.596,1.987,1,5,4,37,18,40,
FESU,O,125,3,125_orig22-3,2022,2023,1.606,1.892,0,3,0,,,,
FESU,O,125,4,125_orig22-4,2022,2023,1.565,1.942,0,,,,,,
FESU,O,125,5,125_orig22-5,2022,2023,1.658,2.514,0,,,,,,
FESU,O,125,6,125_orig22-6,2022,2023,1.214,2.157,0,,,,,,
FESU,O,125,7,125_orig22-7,2022,2023,1.17,2.24,0,,,,,,
FESU,O,125,8,125_orig22-8,2022,2023,2.17,1.639,1,4,2,11,31,,
FESU,O,125,9,125_orig22-9,2022,2023,2.12,1.582,1,1,0,,,,
FESU,O,125,10,125_orig22-10,2022,2023,2.196,0.929,1,1,0,,,,
FESU,O,125,11,125_orig22-11,2022,2023,2.496,2.012,0,,,,,,
FESU,O,125,12,125_orig22-12,2022,2023,2.786,1.779,1,3,2,17,25,,
FESU,O,125,13,125_orig22-13,2022,2023,2.374,1.704,1,4,1,35,,,
FESU,R,126,345,126_345,2019,2023,2.007,0.852,0,,,,,,
FESU,O,126,1,126_orig22-1,2022,2023,1.385,1.587,1,6,2,13,28,,
FESU,O,126,2,126_orig22-2,2022,2023,1.5,1.533,1,3,3,20,22,16,
FESU,O,126,3,126_orig22-3,2022,2023,1.469,1.485,1,4,1,26,,,
FESU,O,126,4,126_orig22-4,2022,2023,1.77,2.198,0,,,,,,
FESU,O,126,5,126_orig22-5,2022,2023,1.849,2.262,0,,,,,,
FESU,O,126,6,126_orig22-6,2022,2023,0.737,1.911,1,4,4,34,33,36,
FESU,O,126,7,126_orig22-7,2022,2023,0.732,1.929,1,1,0,,,,
FESU,O,126,8,126_orig22-8,2022,2023,2.715,1.657,1,5,0,,,,
FESU,O,126,9,126_orig22-9,2022,2023,1.444,1.895,0,,,,,,
FESU,O,126,10,126_orig22-10,2022,2023,1.816,2.781,0,,,,,,
FESU,O,126,11,126_orig22-11,2022,2023,1.17,1.444,0,,,,,,
FESU,O,126,12,126_orig22-12,2022,2023,2.058,0.716,1,5,5,30,32,36,
FESU,O,126,13,126_orig22-13,2022,2023,2.044,0.646,1,2,2,28,28,,
FESU,O,127,1,127_orig22-1,2022,2023,0.872,1.481,1,12,2,9,12,,
FESU,O,127,2,127_orig22-2,2022,2023,0.889,2.04,1,6,2,10,23,,
FESU,O,127,3,127_orig22-3,2022,2023,0.774,1.54,1,7,3,19,10,43,
FESU,O,127,4,127_orig22-4,2022,2023,2.004,1.07,1,4,4,22,25,20,
FESU,O,127,5,127_orig22-5,2022,2023,1.795,2.577,1,9,8,21,16,18,
FESU,O,127,6,127_orig22-6,2022,2023,0.538,2.01,1,7,2,42,46,,
FESU,O,127,7,127_orig22-7,2022,2023,2.145,2.439,1,4,1,8,,,
FESU,O,127,8,127_orig22-8,2022,2023,1.226,1.408,1,1,0,,,,
FESU,O,127,9,127_orig22-9,2022,2023,1.257,1.351,1,6,2,23,17,,
FESU,O,127,10,127_orig22-10,2022,2023,1.587,1.822,1,7,6,42,26,23,
FESU,O,127,11,127_orig22-11,2022,2023,1.646,1.887,0,,,,,,
FESU,O,127,12,127_orig22-12,2022,2023,2.148,1.832,1,6,1,27,,,
FESU,O,127,13,127_orig22-13,2022,2023,2.264,1.93,1,3,1,19,,,
FESU,R,128,216,128_216,2018,2023,2.852,1.48,1,4,0,,,,
FESU,O,128,1,128_orig22-1,2022,2023,2.231,0.634,1,6,3,36,32,21,
FESU,O,128,2,128_orig22-2,2022,2023,0.809,2.225,1,6,1,29,,,
FESU,O,128,3,128_orig22-3,2022,2023,2.42,1.482,1,3,3,21,37,35,
FESU,O,128,4,128_orig22-4,2022,2023,2.335,1.798,0,,0,,,,
FESU,O,128,5,128_orig22-5,2022,2023,1.74,1.737,0,,,,,,
FESU,O,128,6,128_orig22-6,2022,2023,0.716,2.258,1,5,3,34,26,18,
FESU,O,128,7,128_orig22-7,2022,2023,1.583,1.218,1,2,2,23,21,,
FESU,O,128,8,128_orig22-8,2022,2023,1.85,1.749,1,1,0,,,,
FESU,O,128,9,128_orig22-9,2022,2023,1.965,1.103,1,8,2,13,20,,
FESU,O,128,10,128_orig22-10,2022,2023,1.833,1.66,0,,,,,,
FESU,O,128,11,128_orig22-11,2022,2023,1.45,2.6,1,5,5,21,42,39,
FESU,O,128,12,128_orig22-12,2022,2023,2.081,1.131,1,4,3,27,32,44,
FESU,O,128,13,128_orig22-13,2022,2023,1.521,2.669,1,5,4,21,23,24,
FESU,R,129,36,129_36,2011,2023,2.176,2.274,0,,,,,,
FESU,O,129,1,129_orig22-1,2022,2023,0.905,1.701,1,8,4,17,19,23,
FESU,O,129,2,129_orig22-2,2022,2023,1.43,1.925,1,1,1,18,,,
FESU,O,129,4,129_orig22-4,2022,2023,2.21,1.889,0,,,,,,
FESU,O,129,5,129_orig22-5,2022,2023,2.33,1218,0,,,,,,
FESU,O,129,6,129_orig22-6,2022,2023,2.393,1.199,0,,,,,,
FESU,O,129,7,129_orig22-7,2022,2023,0.894,2.193,0,,,,,,
FESU,O,129,8,129_orig22-8,2022,2023,0.856,2.135,1,9,7,36,23,43,
FESU,O,129,9,129_orig22-9,2022,2023,1.581,3.552,1,1,0,,,,
FESU,O,129,10,129_orig22-10,2022,2023,1.636,2.602,1,3,3,37,17,27,
FESU,O,129,11,129_orig22-11,2022,2023,1.826,0.878,1,2,2,17,26,,
FESU,O,129,12,129_orig22-12,2022,2023,1.786,0.946,1,9,6,36,29,22,
FESU,O,129,13,129_orig22-13,2022,2023,1.781,0.983,1,5,2,9,18,,
FESU,R,129,84,129_84,,2023,2.335,2.105,1,1,0,,,,2023 recruits would start here
FESU,R,130,23,130_23,2010,2023,1.743,1.979,0,,,,,,
FESU,R,130,32,130_32,2010,2023,2.635,1.476,0,,,,,,
FESU,R,130,176,130_176,2014,2023,2.06,1.18,1,2,0,,,,
FESU,R,130,260,130_260,2019,2023,1.19,1.71,0,,,,,,
FESU,R,130,A6,130_A6,2016,2023,1.423,1.523,0,,,,,,
FESU,O,130,1,130_orig22-1,2022,2023,1.323,2.235,0,,,,,,
FESU,O,130,2,130_orig22-2,2022,2023,1.272,2.181,1,1,0,,,,
FESU,O,130,3,130_orig22-3,2022,2023,1.344,2.146,0,,,,,,
FESU,O,130,4,130_orig22-4,2022,2023,2.198,1.457,0,,,,,,
FESU,O,130,5,130_orig22-5,2022,2023,2.044,0.665,1,11,7,33,36,21,
FESU,O,130,6,130_orig22-6,2022,2023,1.464,2.682,0,,,,,,
FESU,O,130,7,130_orig22-7,2022,2023,0.483,2.284,0,,,,,,
FESU,O,130,8,130_orig22-8,2022,2023,1.795,1.89,1,1,0,,,,
FESU,O,130,9,130_orig22-9,2022,2023,1.838,1.949,0,,,,,,
FESU,O,130,10,130_orig22-10,2022,2023,1.615,1.293,0,,,,,,
FESU,O,130,11,130_orig22-11,2022,2023,1.607,1.215,1,13,5,16,37,29,
FESU,O,130,12,130_orig22-12,2022,2023,0.77,1.82,1,25,18,18,21,23,
FESU,O,130,13,130_orig22-13,2022,2023,0.858,1.762,0,,,,,,
FESU,R,130,268,130_268,2022,2023,2.273,0.461,0,,,,,,
FESU,R,130,269,130_269,2022,2023,2.097,1.397,0,,,,,,
FESU,R,130,270,130_270,2022,2023,2.097,1.334,1,1,0,,,,
FESU,R,130,271,130_271,2022,2023,2.093,1.324,0,,,,,,
FESU,R,130,272,130_272,2022,2023,2.088,1.318,0,,,,,,
FESU,R,130,273,130_273,2022,2023,2.081,1.308,0,,,,,,
FESU,R,130,274,130_274,2022,2023,2.705,1.865,0,,,,,,
