species,origin,plot,pos,id,birth_year,observation_year,distance_A,distance_B,survival,size_tillers,flowering_tillers,spikelets_A,spikelets_B,spikelets_C,notes,
ELRI,R,104,,104A,2024,2025,2.013,1.183,0,,,,,,shared tag,
ELRI,R,104,,104B,2024,2025,2.013,1.183,0,,,,,,shared tag,
ELRI,R,104,,104C,2024,2025,2.013,1.183,0,,,,,,shared tag,
ELRI,R,104,,105,2024,2025,1.785,1.323,0,,,,,,,
ELRI,R,104,,106,2024,2025,1.789,1.3,1,,,,,,,
ELRI,R,104,,107,2024,2025,1.885,1.376,0,,,,,,,
ELRI,R,104,,108,2024,2025,1.985,1.403,,,,,,,loose tag,
ELRI,R,104,,109,2024,2025,1.783,1.372,0,,,,,,,
ELRI,R,104,,110A,2024,2025,1.658,1.538,0,,,,,,shared tag,
ELRI,R,104,,110B,2024,2025,1.658,1.538,0,,,,,,shared tag,
ELRI,R,104,,111,2024,2025,2.156,1.946,0,,,,,,,
ELRI,R,104,,112,2024,2025,1.914,1.007,0,,,,,,,
ELRI,R,106,13,106_13,2023,2025,,,0,,,,,,,
ELRI,R,106,14,14,2024,2025,1.142,1.213,1,1,0,,,,,
ELRI,O,107,7,2127,2007,2025,,,1,10,0,,,,,
ELRI,O,107,9,2129,2007,2025,,,1,3,0,,,,,
ELRI,R,107,14,107_14,NA,2025,1.459,2.316,1,5,0,,,,,
ELRI,R,107,H7,107_H7,2017,2025,,,1,31,0,,,,not a typo,
ELRI,R,107,44,107_44,,2025,,,1,2,2,18,24,,may be curently or formerly connected to 2029,
ELRI,R,107,47A,107_47A,2023,2025,,,1,5,0,,,,retagged as 47,
ELRI,R,107,47B,107_47B,2023,2025,,,0,,,,,,,
ELRI,R,107,,48,2024,2025,1.566,2.097,1,1,0,,,,,
ELRI,R,107,,49,2024,2025,1.728,2.246,1,1,0,,,,,
ELRI,R,107,,50,2024,2025,1.471,2.681,1,1,0,,,,,
ELRI,R,107,,51,2024,2025,0.787,2.143,0,,,,,,,
ELRI,R,107,,52,2024,2025,0.827,2.284,0,,,,,,,
ELRI,R,107,,53,2024,2025,0.827,2.443,0,,,,,,,
ELRI,R,107,,54,2024,2025,2.805,0.884,1,1,0,,,,,
ELRI,R,107,,55,2025,2025,1.157,1.319,1,1,0,,,,,
ELRI,R,107,,56,2025,2025,1.302,1.182,1,1,0,,,,,
ELRI,R,107,,57,2025,2025,0.971,1.461,1,1,0,,,,,
ELRI,R,107,,58,2025,2025,2.341,0.667,1,1,0,,,,,
ELRI,R,107,,59,2025,2025,2.199,0.762,1,1,0,,,,,
ELRI,R,107,,60,2025,2025,1.613,1.664,1,1,0,,,,,
ELRI,R,107,,61,2025,2025,1.057,1.998,1,1,0,,,,older plant,
ELRI,R,107,,62A,2025,2025,0.981,1.667,1,1,0,,,,shared tag,
ELRI,R,107,,62B,2025,2025,0.981,1.667,1,1,0,,,,shared tag,
ELRI,R,107,,63A,2025,2025,1.068,1.551,1,1,0,,,,shared tag,
ELRI,R,107,,63B,2025,2025,1.068,1.551,1,1,0,,,,shared tag,
ELRI,R,107,,64A,2025,2025,0.978,1.594,1,1,0,,,,shared tag,
ELRI,R,107,,64B,2025,2025,0.978,1.594,1,1,0,,,,shared tag,
ELRI,R,107,,65A,2025,2025,1.001,1.525,1,1,0,,,,shared tag,
ELRI,R,107,,65B,2025,2025,1.001,1.525,1,1,0,,,,shared tag,
ELRI,R,107,,66,2025,2025,0.965,1.648,1,1,0,,,,,
ELRI,R,107,,67A,2025,2025,0.988,1.595,1,1,0,,,,shared tag,
ELRI,R,107,,67B,2025,2025,0.988,1.595,1,1,0,,,,shared tag,
ELRI,R,107,,67C,2025,2025,0.988,1.595,1,1,0,,,,shared tag,
ELRI,R,107,,67D,2025,2025,0.988,1.595,1,1,0,,,,shared tag,
ELRI,R,107,,67E,2025,2025,0.988,1.595,1,1,0,,,,shared tag,
ELRI,R,107,,67F,2025,2025,0.988,1.595,1,1,0,,,,shared tag,
ELRI,,107,,68,,2025,0.529,2.007,1,1,0,,,,older plant,
ELRI,R,107,,69,2025,2025,0.497,2.02,1,1,0,,,,,
ELRI,R,107,,70,2025,2025,0.337,2.196,1,1,0,,,,,
ELRI,R,107,,71,2025,2025,0.988,1.538,1,1,0,,,,,
ELRI,R,107,,72,2025,2025,0.911,1.585,1,1,0,,,,,
ELRI,R,107,,73,2025,2025,0.847,1.653,1,1,0,,,,,
ELRI,R,107,,74A,2025,2025,0.76,1.694,1,1,0,,,,shared tag,
ELRI,R,107,,74B,2025,2025,0.76,1.694,1,1,0,,,,shared tag,
ELRI,R,107,,75,2025,2025,0.802,1.669,1,1,0,,,,,
ELRI,R,107,,76A,2025,2025,0.664,1.851,1,1,0,,,,shared tag,
ELRI,R,107,,76B,2025,2025,0.664,1.851,1,1,0,,,,shared tag,
ELRI,R,107,,76C,2025,2025,0.664,1.851,1,1,0,,,,shared tag,
ELRI,R,107,,Q77,2025,2025,0.765,1.685,1,37,0,,,,"37 plants, flags instead of quadrat",
ELRI,R,107,,78A,2025,2025,0.907,1.576,1,1,0,,,,shared tag,
ELRI,R,107,,78B,2025,2025,0.907,1.576,1,1,0,,,,shared tag,
ELRI,R,107,,78C,2025,2025,0.907,1.576,1,1,0,,,,shared tag,
ELRI,R,107,,79,2025,2025,0.999,1.521,1,1,0,,,,,
ELRI,R,107,,80A,2025,2025,0.267,2.383,1,1,0,,,,shared tag,
ELRI,R,107,,80B,2025,2025,0.267,2.383,1,1,0,,,,shared tag,
ELRI,R,107,,81A,2025,2025,0.215,2.416,1,1,0,,,,shared tag,
ELRI,R,107,,81B,2025,2025,0.215,2.416,1,1,0,,,,shared tag,
ELRI,R,107,,82,2025,2025,0.287,2.415,1,1,0,,,,,
ELRI,R,107,,83,2025,2025,0.311,2.357,1,1,0,,,,,
ELRI,R,107,,84,2025,2025,0.204,2.419,1,1,0,,,,,
ELRI,R,107,,85A,2025,2025,0.241,2.368,1,1,0,,,,shared tag,
ELRI,R,107,,85B,2025,2025,0.241,2.368,1,1,0,,,,shared tag,
ELRI,R,107,,86,2025,2025,0.161,2.434,1,1,0,,,,,
ELRI,R,107,,87,2025,2025,0.211,2.396,1,1,0,,,,,
ELRI,R,107,,88,2025,2025,0.284,2.342,1,1,0,,,,,
ELRI,R,107,,89,2025,2025,0.223,2.373,1,1,0,,,,,
ELRI,R,107,,90A,2025,2025,0.278,2.365,1,1,0,,,,shared tag,
ELRI,R,107,,90B,2025,2025,0.278,2.365,1,1,0,,,,shared tag,
ELRI,R,108,,1,2019,2025,,,0,,,,,,,
ELRI,R,108,5,108_5,NA,2025,1.441,1.125,,,,,,,2023 TNF,
ELRI,R,108,,G11,,2025,,,0,,,,,,,
ELRI,R,108,i6,108_i6,2018,2025,,,0,,,,,,,
ELRI,O,108,9,2149,2007,2025,,,,,,,,,"2025 TNF, 2023 TNF",
ELRI,R,108,10,108_10,NA,2025,0.563,2.146,,,,,,,"2025 TNF, 2023 TNF",
ELRI,R,108,,23,2020,2025,,,0,,,,,,,
ELRI,R,108,37,108_37,2021,2025,1.18,2.462,0,,,,,,"small plant, tag part burried",
ELRI,R,108,43,108_43,2021,2025,2.501,0.946,0,,,,,,,
ELRI,R,108,49,108_49,NA,2025,1.727,2.755,1,1,0,,,,,
ELRI,R,108,55,108_55,2021,2025,2.33,1.086,,,,,,,"2025 TNF, 2023 TNF",
ELRI,R,108,57,108_57,2021,2025,2.279,1.077,0,,,,,,,
ELRI,R,108,90,90,2023,2025,,,0,,,,,,,
ELRI,R,108,C11,108_C11,,2025,,,,,,,,,"2025 TNF, 2024 TNF",
ELRI,R,108,,98,2024,2025,1.098,2.506,1,2,0,,,,,
ELRI,R,108,,99,2024,2025,1.301,2.548,1,1,0,,,,,
ELRI,R,108,,100,2024,2025,1.534,2.625,0,,,,,,,
ELRI,R,108,,101,2024,2025,1.558,2.229,0,,,,,,,
ELRI,R,108,,102,2024,2025,1.943,2.096,0,,,,,,,
ELRI,R,108,,103,2024,2025,2.009,2.059,1,2,0,,,,tag far,
ELRI,R,108,,104,2024,2025,2.359,1.884,1,1,0,,,,,
ELRI,R,108,,105,2024,2025,2.576,1.847,1,2,0,,,,,
ELRI,R,108,,106,,2025,2.119,1.123,1,3,1,,,,older,
ELRI,R,108,,107A,2024,2025,1.515,1.112,0,,,,,,"3 plants, same tag and size, all dead",
ELRI,R,108,,107B,2024,2025,1.515,1.112,0,,,,,,"3 plants, same tag and size, all dead",
ELRI,R,108,,107C,2024,2025,1.515,1.112,0,,,,,,"3 plants, same tag and size, all dead",
ELRI,R,108,,108A,2024,2025,1.402,1.037,1,1,0,,,,"2 plants, same tag and size, one survivor-retagged 107",
ELRI,R,108,,108B,2024,2025,1.402,1.037,1,1,0,,,,"2 plants, same tag and size, one survivor-retagged 107",
ELRI,R,108,,109,2024,2025,1.771,0.73,1,1,0,,,,,
ELRI,R,108,,110,2024,2025,1.169,1.621,0,,,,,,,
ELRI,R,108,,111A,2024,2025,1.104,1.548,0,,,,,,"shared tag, both dead",
ELRI,R,108,,111B,2024,2025,1.104,1.548,0,,,,,,"shared tag, both dead",
ELRI,R,108,,112,2024,2025,0.823,1.772,0,,,,,,"2 tags, same location",
ELRI,R,108,,113,2024,2025,0.823,1.772,1,1,0,,,,"2 tags, same location",
ELRI,R,108,,114,2024,2025,0.96,1.922,0,,,,,,,
ELRI,R,108,,115,,2025,0.952,2.131,1,1,0,,,,"2 tags, same location, older",
ELRI,R,108,,116,,2025,0.952,2.131,0,,,,,,"2 tags, same location, older",
ELRI,R,108,,117,2024,2025,2.216,0.203,0,,,,,,,
ELRI,R,108,,118A,2025,2025,1.622,1.008,1,1,0,,,,shared tag,
ELRI,R,108,,118B,2025,2025,1.622,1.008,1,1,0,,,,shared tag,
ELRI,R,108,,119,2025,2025,1.684,1.057,1,1,0,,,,,
ELRI,R,108,,120,2025,2025,1.134,1.531,1,1,0,,,,,
ELRI,,108,,121,,2025,1.061,1.511,1,1,0,,,,older plant,
ELRI,R,108,,122,2025,2025,1.019,2.017,1,1,0,,,,,
ELRI,R,108,,123,2025,2025,0.967,1.979,1,1,0,,,,,
ELRI,R,108,,124,2025,2025,1.474,0.897,1,1,0,,,,,
ELRI,R,108,,125,2025,2025,1.601,0.828,1,1,0,,,,,
ELRI,R,108,,126,2025,2025,1.643,0.595,1,1,0,,,,,
ELRI,R,108,,127,2025,2025,1.648,0.413,1,1,0,,,,,
ELRI,R,108,,128,2025,2025,1.579,0.404,1,1,0,,,,,
ELRI,R,108,,129,2025,2025,1.64,0.404,1,1,0,,,,,
ELRI,O,109,1,2161,2007,2025,,,0,,,,,,tag says 2061 but this must be right,
ELRI,O,109,,2170,2007,2025,0.373,2.104,1,3,0,,,,"definately original 2170, maybe ressurected",
ELRI,R,109,25,109_25,,2025,,,0,,,,,,older plant,
ELRI,R,109,,26,2024,2025,1.801,1.308,1,2,0,,,,,
ELRI,R,109,,27,2024,2025,1.241,1.9,0,,,,,,maybe not ELRI?,
ELRI,R,110,24,110_24,2023,2025,,,1,1,0,,,,,
